Posted date,Job title,Company name,Location,Skills,Links,Salaries,Requirements
1 month ago,Wholesale Sales Manager,Confidential -,"Nozha, Cairo, Egypt ",Full TimeOn-siteManager · 5 - 10 Yrs of Exp · Customer Service/Support · Operations/Management · Fashion · Wholesale Sales · Business Development · Negotiation · Strategic Planning · Communication · Relationship Building · Sales Forecasting,/jobs/p/dg7wswjnwznr-wholesale-sales-manager-cairo-egypt,Not Mentioned,"Minimum of 5 years of experience in wholesale sales management, preferably in the apparel or textile industry. | Proven track record of achieving and exceeding sales targets in a wholesale environment. | Strong leadership skills with experience managing and developing sales teams. | Excellent negotiation, communication, and interpersonal abilities. | Ability to analyze market data and develop actionable sales strategies. | Demonstrated ability to build and maintain long-term client relationships. | Familiarity with CRM software and sales reporting tools. | Strong organizational and time management skills. | Ability to work on-site and travel as required for client meetings and industry events. | Fluency in Arabic and English is preferred."
2 months ago,Assistant Factory Manager - Jeans Pants Production,Hun Safety Textile LLC Free Zone Ismailia -,"Ismailia, Ismailia, Egypt ",Full TimeOn-siteManager · 5 - 8 Yrs of Exp · Operations/Management · Manufacturing/Production · Team Leadership · Quality Assurance · Data Analysis · Communication · Time Management · Production Management,/jobs/p/pptkxqzbx75k-assistant-factory-manager-jeans-pants-production-hun-safety-textile-llc-free-zone-ismailia-ismailia-egypt,Not Mentioned,"Technical Skills | Strong knowledge ofdenim / jeans pants production | Understanding ofcutting, sewing, washing, and finishing processes | Basic knowledge ofSAM, IE, productivity, and efficiency calculation | Quality control and defect analysis skills | Production planning and workflow coordination | Management & Soft Skills | Leadership and team coordination | Problem-solving and decision-making | Good communication and reporting skills | Ability to work under pressure | Time management and multitasking | Compliance & Safety Skills | Knowledge of factory safety procedures | Basic understanding of labor law and compliance | 5S and housekeeping practices | Education & Experience | Diploma or Bachelor’s inTextile / Garments / Industrial Engineering | 5–8 years experiencein denim or jeans garment manufacturing | Experience asSupervisor, Line Manager, or Production Officerpreferred"
2 months ago,Bank Accountant,Kasrawy Group -,"6th of October, Giza, Egypt ",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Accounting/Finance · Banking · Bank Reconciliation · Financial Reporting · Accounting Software · Data Analysis · Attention to Detail · Problem Solving · Time Management · Communication,/jobs/p/jwk1pqekcqxj-bank-accountant-kasrawy-group-giza-egypt,Not Mentioned,"Bachelor’s degree in Accounting, Finance, or a related field. | 2 to 5 years of proven experience in bank accounting or a similar finance role. | Strong understanding of bank reconciliation processes and financial controls. | Proficiency in accounting software and Microsoft Office applications, especially Excel. | Excellent attention to detail and high level of accuracy in data entry and analysis. | Strong analytical and problem-solving skills. | Ability to manage multiple tasks and meet deadlines in a fast-paced environment. | Effective communication skills for coordination with internal and external stakeholders. | Familiarity with Egyptian banking regulations and financial practices. | Demonstrated integrity and ability to handle confidential information responsibly."
1 month ago,Senior System and Bsuiness Analyst / Product Owner,Exab -,"Cairo, Egypt ",Full TimeOn-siteExperienced · 5 - 15 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · System Analysis · Business Process Re-engineering · Software Requirements Specification · Requirements Analysis · System Requirements Specifications (SRS) · UML Modeling · workflow,/jobs/p/sswpukcucoke-senior-system-and-bsuiness-analyst-product-owner-exab-cairo-egypt,Not Mentioned,"Bachelor’s degree inComputer Science, Information Systems, Software Engineering, or a related discipline | 5+ years of hands-on experienceas aSenior System Analyst or Business Analyst, with demonstrated responsibility for end-to-end requirements management | Proven experiencesupporting or acting as a Product Ownerfor a digital product or system. | Advanced expertise in producingprofessional System Requirements Specifications (SRS)aligned withindustry and IEEE standards | Strong experience in developing and maintainingBusiness Requirements Documents (BRD)andProduct Requirements Documents (PRD) | Ability to translate business and product needs intoclear, structured, testable functional and non-functional requirements | Strong command ofrequirements traceability, version control, and change management | Deep understanding ofsystem analysis methodologies and SDLC frameworks(Agile, Waterfall, Hybrid) | Proven proficiency inUML and BPMN, including: | Use Case Diagrams | Sequence Diagrams | Activity Diagrams | Component / High-Level Architecture Diagrams | Experience performinggap analysis, impact analysis, and system design assessments | Practical experience definingproduct features, epics, user stories, and acceptance criteria | Ability to manage and prioritize aproduct backlogwhile considering system dependencies and technical constraints | Experience supportingUAT planning and executionto validate system and product requirements | Solid understanding ofsystem integrations, APIs (REST/JSON), and data exchange mechanisms | Strong conceptual knowledge ofdatabase design, data models, and system data flows | Ability to collaborate effectively with architects and engineers onintegration and solution design | Hands-on experience withrequirements and product management tools (Azure DevOps). | Excellentanalytical, documentation, and presentation skills, with high attention to detail | Strongstakeholder communication and relationship management abilities | Proven ability towork independently, manage multiple initiatives, and deliver undertight deadlines"
1 month ago,Finance Manager,LEO Innovation -,"Smart Village, Giza, Egypt ",Full TimeOn-siteManager · 3 - 5 Yrs of Exp · Accounting/Finance · Budgeting and Forecasting · Accounting · Financial Reporting · Financial Analysis · Cash Flow Management · Regulatory Compliance · Team Leadership · Problem Solving · Communication,/jobs/p/sep8tjv2mpnz-finance-manager-leo-innovation-giza-egypt,Not Mentioned,"Bachelor’s degree in Finance, Accounting, Business Administration, or a related field. | 3-5 years of proven experience in a finance management or senior financial role. | Strong understanding of financial regulations, accounting principles, and reporting standards. | Demonstrated ability to develop and manage budgets, forecasts, and financial plans. | Excellent analytical, problem-solving, and decision-making skills. | Proficiency in financial management software and MS Office Suite, especially Excel. | Outstanding communication and interpersonal skills for effective collaboration. | Strong organizational skills and attention to detail. | Ability to work independently and as part of a team in a fast-paced office environment. | Experience in the production, marketing, or events industry is an advantage."
1 month ago,Financial Consultant,NolCardBalanceCheck.online -,"Dubai, United Arab Emirates ",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Accounting/Finance · Banking · Investment Planning · Financial Analysis · Budgeting · Financial Reporting · Problem-Solving · Communication,/jobs/p/wrpjhkism2fq-financial-consultant-nolcardbalancecheck-online-dubai-united-arab-emirates,Not Mentioned,"Bachelor’s degree in Finance, Accounting, Economics, or a related field. | 2-4 years of proven experience as a Financial Consultant, Financial Advisor, or similar role. | Strong analytical and problem-solving skills with attention to detail. | Excellent communication and interpersonal abilities. | Proficiency in financial analysis tools and software. | Ability to interpret and explain complex financial data to clients. | Solid understanding of financial regulations and compliance standards. | Demonstrated ability to work independently and as part of a team. | Strong organizational and time management skills. | Commitment to maintaining client confidentiality and ethical standards."
1 month ago,Brand Manager,Investment Company For Dairy Products  -,"Cairo, Egypt ",Full TimeOn-siteManager · 4 - 7 Yrs of Exp · Marketing/PR/Advertising · Brand Marketing · Brand Management · Brand Strategy · Brand Design · Brand Development · Branding · Market Analysis · Digital Marketing · Marketing Campaign Management,/jobs/p/mrd4gcmtzu17-brand-manager-investment-company-for-dairy-products-cairo-egypt,Not Mentioned,"Bachelor’s degree in Marketing, Business Administration, or a related field. | Minimum of 4 years and up to 7 years of experience in brand management, preferably within the FMCG or dairy industry. | Proven track record of developing and executing successful brand strategies and marketing campaigns. | Strong analytical skills with the ability to interpret market data and consumer insights. | Excellent project management and organizational abilities, with experience leading cross-functional teams. | Exceptional communication and interpersonal skills, both written and verbal. | Demonstrated ability to manage budgets and deliver projects within set timelines. | Creative thinker with a passion for innovation and continuous improvement. | Experience working in an office-based environment with a collaborative team culture. | Ability to adapt to a fast-paced, dynamic market landscape."
2 months ago,Revenue Cycle Manager (Behavioral Health),Josi Health -,"Houston, United States ",Full TimeRemoteManager · 5 - 7 Yrs of Exp · Accounting/Finance · Medical/Healthcare · Revenue Cycle Management · Medical Billing and Coding · Data Analysis · Team Leadership · EHR Systems · Communication · Healthcare Compliance · Accounts Receivable,/jobs/p/t0byrhou6lkt-revenue-cycle-manager-behavioral-health-josi-health-houston-united-states,Not Mentioned,"5-7 years of progressive experience in revenue cycle management within the healthcare industry, specifically Behavioral/Mental Health. Experience in telehealth is a plus. | Proven track record of successfully leading revenue cycle teams and managing end-to-end processes. | Strong understanding of medical billing, coding, collections, and reimbursement methodologies. | Demonstrated ability to analyze data, identify trends, and implement process improvements. | Excellent communication and interpersonal skills for effective collaboration across departments. | Experience working in a remote environment and managing distributed teams. | Comprehensive knowledge of healthcare regulations, including HIPAA and payer requirements. | Proficiency with revenue cycle management software and electronic health record (EHR) systems. | Strong organizational skills with the ability to prioritize tasks and meet deadlines. | Commitment to maintaining confidentiality and upholding ethical standards. | Ability to work in a fast-paced, scrappy, start-up environment. | US healthcare experience is REQUIRED"
1 month ago,Treasury Manager,Square Engineering Firm -,"Madinaty, Cairo, Egypt ",Full TimeOn-siteManager · 15 - 20 Yrs of Exp · Accounting/Finance · Cash Flow Forecasting · Treasury Management · Financial Analysis · Risk Management · Bank Relationship Management · Excel and Financial Modeling · Communication · Process Improvement · Attention to Detail,/jobs/p/c92bahqxs2wx-treasury-manager-square-engineering-firm-cairo-egypt,Not Mentioned,"Bachelor’s degree in commerce. | Advanced Data Analysis Skills (Power BI). | Financial modeling and forecasting | Familiarity with electronic payment systems and treasury management tools | Advanced level in Financial Planning skills. | Strong knowledge of cash flow management, liquidity planning, and funding strategies. | Proven experience in managing bank relationships and negotiating financial facilities. | Solid understanding of financial risk management and hedging practices."
21 days ago,Senior Analyst - SOC Monitoring (OT Cybersecurity),CPX -,"Dubai, United Arab Emirates ",Full TimeExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Analysis · Business Analysis · Finance · Accounting · Financial Analysis,/jobs/p/g/wwkgjvalfbdt-senior-analyst-soc-monitoring-ot-cybersecurity-cpx-dubai-united-arab-emirates,Not Mentioned,
1 month ago,Senior General Accounts Accountant,Outservingplus -,"Mohandessin, Giza, Egypt ",Full TimeOn-siteExperienced · 7+ Yrs of Exp · Accounting/Finance · General Accounting · Financial Reporting · Account Reconciliation · Budgeting and Forecasting · Financial Analysis · Audit Coordination · Accounting Software Proficiency · Attention to Detail · Problem-Solving,/jobs/p/k8mzblz4yhrq-senior-general-accounts-accountant-outservingplus-giza-egypt,Not Mentioned,"Minimum of 7 years of progressive experience in general accounting or a related field. | Proven expertise in managing full-cycle accounting operations in a fast-paced environment. | Strong understanding of accounting principles, standards, and regulations. | Demonstrated ability to prepare and analyze complex financial statements and reports. | Experience with budgeting, forecasting, and financial analysis. | Excellent attention to detail and accuracy in financial data management. | Strong organizational and time management skills, with the ability to prioritize tasks effectively. | Proficiency in accounting software and Microsoft Office Suite, especially Excel. | Outstanding communication and interpersonal skills for effective collaboration. | Ability to work independently and as part of a team in a fully remote (online) arrangement."
2 months ago,Quality Control Manager,El Teriak Industrial Group -,"6th of October, Giza, Egypt ",Full TimeOn-siteManager · 8 - 10 Yrs of Exp · Manufacturing/Production · Quality · Quality Control · Process Improvement · Quality Management · Quality Assurance · Testing Methodologies · Data Analysis,/jobs/p/pwrhhdyy1zuk-quality-control-manager-el-teriak-industrial-group-giza-egypt,Not Mentioned,"Proven experience as a Quality Manager in manufacturing companies. | Thorough knowledge of Quality Control Standards, Quality Assurance and Testing Methodologies. | Experience in reporting on key quality metrics. | Excellent Numerical Skills and understanding of Data Analysis/Statistical Methods. | Outstanding Communication Skills. | Certification of Quality Control is a strong advantage."
2 months ago,Key Account unit sales Manager,Investment Company For Dairy Products  -,"Abu Alnumros, Giza, Egypt ",Full TimeOn-siteManager · 5 - 10 Yrs of Exp · males_only · Sales/Retail · Key Account Management · Sales Strategy · Negotiation · Relationship Building · Market Analysis · Team Leadership · Communication · Problem Solving · Data Analysis,/jobs/p/xsw9q3h7r3es-key-account-unit-sales-manager-investment-company-for-dairy-products-giza-egypt,Not Mentioned,"Minimum of 5 years of experience in sales management, preferably within FMCG or dairy products. | Proven track record of managing key accounts and achieving sales targets. | Strong negotiation, communication, and interpersonal skills. | Ability to analyze data and market trends to inform strategic decisions. | Experience in developing and executing sales strategies for large retail or distribution clients. | Demonstrated leadership abilities and team management experience. | Excellent organizational and time management skills. | Proficiency in  Microsoft Office Suite. | Ability to work onsite and travel as required to meet with key clients. | The applicant's age should not exceed 40 years. | Work location: Shubramant, Giza"
30 days ago,Chief Accounting,Sharm Dreams Group  -,"Manial, Cairo, Egypt ",Full TimeOn-siteManager · 10 - 12 Yrs of Exp · Accounting/Finance · Financial Reporting · Budgeting and Forecasting · Team Leadership · Analytical Thinking · Accounting Software Proficiency · Regulatory Compliance · ERP Costing · Variance Analysis · Chief Accountant,/jobs/p/nxxhktbhixb5-chief-accounting-sharm-dreams-group-cairo-egypt,Not Mentioned,"Bachelor’s degree in Accounting, Finance, or a related field | 10+ years of progressive accounting experience, including supervisory responsibilities | Strong experience in financial reporting, budgeting, and closing activities | Solid knowledge of accounting standards and regulatory requirements | Hands-on experience with ERP systems and accounting software | Strong leadership, analytical, and problem-solving skills | High attention to detail and accuracy | Ability to manage deadlines and work under pressure"
2 months ago,Digital Marketing Executive,Mk Consultancy -,"6th of October, Giza, Egypt ",Full TimePart TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Business Development · Marketing/PR/Advertising · Digital Marketing Strategy · SEO and SEM · Content Creation · Social Media Management · Data Analysis · Campaign Optimization · PPC Advertising · Email Marketing,/jobs/p/xf5ocokfnnpi-digital-marketing-executive-mk-consultancy-giza-egypt,Not Mentioned,"5-7 years marketing experience (digital + field). • | Strong English & Arabic writing. • | Basic photography/videography. • | Experience in B2B or Agri sector is a plus. • | Good command of French is a strong advantage for North Africa. • | AI-Driven Marketing Skills: | AI content generation (posts, scripts, captions). | AI trend analysis & competitor insights. ◦ AI-based segmentation, targeting, and ad optimization. | AI-supported campaign planning, A/B testing, and analytics. | Solid experience with Zoho Social for content scheduling and analytics. | Ability to coordinate campaigns, approvals, and tasks via Zoho Projects. • | Skilled in using Zoho dashboards to track campaign performance and reports."
2 months ago,Quality Control Specialist,BELLA DONNA FOR KITTING AND READY MADE GARMENTS -,"Giza, Egypt ",Full TimeOn-siteEntry Level · 1+ Yrs of Exp · Quality · Quality Assurance · Inspection and Testing · Attention to Detail · Problem Solving · Time Management · Data Analysis · Communication · Team Collaboration · Documentation,/jobs/p/tsbixm51uh9d-quality-control-specialist-bella-donna-for-kitting-and-ready-made-garments-giza-egypt,Not Mentioned,"Minimum of 1 year of experience in quality control, preferably within the garment or textile industry. | Strong understanding of quality assurance processes and inspection methods. | Excellent attention to detail and ability to identify defects or inconsistencies. | Experience in knitting and T-shirts industry | Ability to analyze data and generate actionable quality reports. | Familiarity with industry standards and regulatory requirements for garments. | Proficiency in using inspection tools and quality management software. | Strong organizational and documentation skills. | Ability to work independently and manage multiple tasks in a fast-paced environment. | Commitment to continuous improvement and upholding high-quality standards."
2 months ago,Supply & Demand Planner,Groupe- Atlantic -,"10th of Ramadan City, Cairo, Egypt ",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Analyst/Research · Purchasing/Procurement · Demand Planning · Supply Chain Management · Inventory Management · Forecasting · Data Analysis · SAP,/jobs/p/9e6y5htpkjqk-supply-demand-planner-groupe-atlantic-cairo-egypt,Not Mentioned,Bachelor of Mechanical Engineering (APICS or CPIM is a plus) | 2-4 years of experience in supply chain or projects management | Strong analytical and problem solving skills | Excellent communication skills | Ability to collaborate across departments
2 months ago,Supply & Planning Team Leader,Transic -,"Maadi, Cairo, Egypt ",Full TimeOn-siteManager · 3+ Yrs of Exp · Logistics/Supply Chain · Operations/Management · Tourism/Travel · Supply Chain Management · Analytical Thinking · Team Leadership · Problem Solving · Process Improvement · Communication · Demand Planning,/jobs/p/d3f5dnfy7w6y-supply-planning-team-leader-transic-cairo-egypt,Not Mentioned,"Requirements: | Minimum 3 years of proven experience in a similar role within thetransportation or supply chainindustry. | Demonstrated achievements insupply operations and procurement. | Strong leadership andteam developmentskills. | Excellentnegotiation and supplier relationshipmanagement abilities. | Proficiency insmart and tech-driven solutionsfor supply and planning. | Analytical mindset with proficiency indata-driven decision-making. | Passion forinnovation and operational excellence. | Why Join Us? | Be part of amarket-leading company shaping the future of mobility in Egypt. | Work in a dynamic environment where your ideas create real impact. | Competitive package, growth opportunities, and a culture of innovation."
30 days ago,Q.C Raw Material & Packaging Manager,APEX Pharma -,"Badr City, Cairo, Egypt ",Full TimeOn-siteManager · 12+ Yrs of Exp · R&D/Science · Quality · Pharmaceutical · Quality Control · quality · raw material · Raw Materials · Pharmaceutical · material · SOPS,/jobs/p/rw9dzozbsdgr-qc-raw-material-packaging-manager-apex-pharma-cairo-egypt,Not Mentioned,"Bachelor’s degree in Pharmacy or Sciences. | +12 years in a reputable pharmaceutical company with substantial expertise in raw material & packaging quality control. | In-depth knowledge of SOP control, QMS processes, batch release systems, and documentation management for SPCs, STPs, and worksheets. | Hands-on experience with operating and calibrating advanced laboratory instruments, including HPLC and GC. | Strong leadership and people management skills, with the ability to set goals and organize resources efficiently."
19 days ago,Business Analysis Lead,Takamol Holding -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Business Development · IT/Software Development · Sales/Retail · Business Development · Sales · Business Analysis · Computer Science · Information Technology (IT) · Sales Skills · Sales Target,/saudi/jobs/p/g/wawhfmfdu7eo-business-analysis-lead-takamol-holding-riyadh-saudi-arabia,Not Mentioned,
2 months ago,District Sales Manager,COPAD PHARMA -,"Cairo, Egypt ",Full TimeHybridExperienced · Customer Service/Support · Operations/Management · Sales/Retail · Sales Strategy Development · Team Leadership · Market Analysis · Client Relationship Management · Communication · Negotiation · Data Analysis,/jobs/p/evdk5ya93hzs-district-sales-manager-copad-pharma-cairo-egypt,Not Mentioned,"Experience in orthopedic  products | Proven performance record in similar roles | Ownership of a private car | Strong technical and leadership skills | Solid KOL relationships | Bachelor’s degree in Pharmacy, Veterinary Medicine, or Science"
1 month ago,Chemical Engineer,Alex Apparels for Garment Manufacturing  -,"Ameria, Alexandria, Egypt ",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Engineering - Other · Chemical process optimization · Process simulation and modeling · Chemical Engineering · Chemical Sales · Chemical Analysis,/jobs/p/9etgzh7dqkgh-chemical-engineer-alex-apparels-for-garment-manufacturing-alexandria-egypt,Not Mentioned,"Bachelor’s degree in Chemical Engineering or a related field. | 2-4 years of experience in a chemical engineering role, preferably within manufacturing or textiles. | Strong understanding of chemical processes, safety protocols, and environmental regulations. | Proven ability to analyze data and implement process improvements. | Excellent problem-solving and troubleshooting skills. | Effective communication and teamwork abilities. | Experience with process simulation software and laboratory analysis techniques. | Knowledge of textile chemicals and garment manufacturing processes is a plus. | Ability to work on-site in a fast-paced, dynamic environment. | Strong organizational skills and attention to detail."
2 months ago,Logistic Specialist -Agriculture,El Teriak Industrial Group -,"Giza, Giza, Egypt ",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Supply Chain Management · Logistics Coordination · Negotiation · Problem Solving · Communication · Time Management · Process Improvement · Regulatory Compliance · Data Analysis,/jobs/p/haizdvrhgvhq-logistic-specialist-agriculture-el-teriak-industrial-group-giza-egypt,Not Mentioned,"Minimum 3-5 years of practical experience in fresh products logistics. | Bachelor’s degree in business administration, Logistics or Supply Chain | Excellent Microsoft office skills. | Good English level. | Record of successful distribution and logistics management | Excellent analytical, problem solving and organizational skills | Ability to work independently and handle multiple projects"
2 months ago,E Commerce Manager,ariika -,"New Cairo, Cairo, Egypt ",Full TimeOn-siteManager · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · E-Commerce Strategy · Digital Marketing · Customer Experience Management · Web Analytics · Team Leadership · SEO/SEM · Project Management,/jobs/p/yjbbinkmkt7u-e-commerce-manager-ariika-cairo-egypt,Not Mentioned,"Minimum of 5 years of proven experience in e-commerce management, preferably within retail, consumer goods, or furniture sectors. | Demonstrated ability to develop and implement successful online sales strategies. | Strong analytical skills with proficiency in interpreting web analytics and sales data. | Experience managing digital marketing campaigns across multiple channels. | Excellent leadership and team management abilities. | Exceptional communication and interpersonal skills. | Proficiency with e-commerce platforms (such as Shopify, Magento, WooCommerce, or similar). | Solid understanding of SEO, SEM, and digital marketing best practices. | Ability to work onsite and collaborate effectively with cross-functional teams. | Results-oriented mindset with a passion for innovation and continuous improvement."
30 days ago,Electrical And Instrumentation Maintenance Area Engineer,Air Liquide -,"6th of October, Giza, Egypt ",Full TimeHybridExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · Instrumentation maintenance · Troubleshooting · Team leadership · Root cause analysis · Safety compliance · Preventive maintenance · Technical documentation,/jobs/p/gyujvxtrw25t-electrical-and-instrumentation-maintenance-area-engineer-air-liquide-giza-egypt,Not Mentioned,"Engineering degree with experience of 5 to 7 years | Solid knowledge of preventive/corrective maintenance, electrical systems, and instrumentation | Experience with cryogenic equipment, gas analyzers, and telemetry systems | Proficiency in DCS/PLC programming (ABB, Siemens), wiring diagrams, P&ID | Calibration and testing of instrumentation | Strong Safety knowledge | Cairo Resident | Advanced English language | Our Differences make our Performance | At Air Liquide, we are committed to build a diverse and inclusive workplace that embraces the diversity of our employees, our customers, patients, community stakeholders and cultures across the world. | We welcome and consider applications from all qualified applicants, regardless of their background. We strongly believe a diverse organization opens up opportunities for people to express their talent, both individually and collectively and it helps foster our ability to innovate by living our fundamentals, acting for our success and creating an engaging environment in a changing world."
23 days ago,Human Resources Analyst – Trainee (Tamheer Program),مفيد | MUFEED -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Accounting/Finance · Human Resources · Analyst/Research · Human Resources (HR) · Recruitment · Analysis · ERP · Hiring · Interviewing · Microsoft Excel,/saudi/jobs/p/g/rsc4vws39z5i-human-resources-analyst-trainee-tamheer-program-mfyd-mufeed-riyadh-saudi-arabia,Not Mentioned,
1 month ago,Audit Manager,Tasaheel Finance -,"Cairo, Egypt ",Full TimeOn-siteManager · 5 - 7 Yrs of Exp · Banking · Quality · Analyst/Research · Audit Management · Risk Assessment · Internal Controls · Team Leadership · Report Writing · Regulatory Compliance · Financial Analysis,/jobs/p/xe6ccvoufqtj-audit-manager-tasaheel-finance-cairo-egypt,Not Mentioned,"Qualification & Requirements | Bachelor’s degree in Accounting, Finance or another related field | 5-7 years of experience in external or internal auditing | Prefer get certifications such as CIA, CPA, CISA, etc. | Excellent communication skills | Innovative mindset: Open for new ways of auditing, including ‘agile’, ‘data analytics, and ‘process mining’ | Technical expertise, objectivity, and unquestioned integrity are essential elements of this position | Ability to communicate complex information in a clear and concise, manner to a financial and non-financial audience | Prefer to working for big 4 companies ( PWC – EY – Deloitte – KPMG )"
9 days ago,Product Manager,Confidential -,"Maadi, Cairo, Egypt ",Full TimeHybridExperienced · 2+ Yrs of Exp · IT/Software Development · Data-Driven Mindset · Analytical · Problem-Solving · Product Management · Software Development · Agile,/jobs/p/gzdt0ozbbtvg-product-manager-cairo-egypt,Not Mentioned,"Education:  Bachelor’s degree in business, computer science, engineering, or a related field. | Experience:  At least 2 year of experience in product management, software development, or related roles. | Skills: | Strong analytical and problem-solving skills, with a data-driven mindset. | Excellent written and verbal communication skills. | Ability to work collaboratively in cross-functional teams and manage multiple projects simultaneously. | Passion for technology and a desire to stay updated with the latest industry trends. | Previous experience in product management, software development, or related roles is a plus. | Familiarity with agile methodologies and product management tools is desirable."
1 month ago,Quality Assurance Specialist,Digital Bridges -,"Maadi, Cairo, Egypt ",Full TimeHybridEntry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Quality · Quality Assurance · QA · Quality Control · English · quality · Analysis · Writing,/jobs/p/pqtsvl0npzxa-quality-assurance-specialist-digital-bridges-cairo-egypt,Not Mentioned,"Proven work experience as a Quality Assurance Specialist or similar role. | Highly skilled in Microsoft Excel and PowerPoint. | Good communication skills, both verbal and written | Excellent data collection and analysis skills | Continuous learning and development interest. | Must be Cooperative, understanding, and proactive. | Very good English language (Speaking and Writing)."
23 days ago,Customer Experience Consultant,GoZahid -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Administration · Customer Service/Support · Sales/Retail · Customer Service · Customer Support · Customer Care · Call Center · Microsoft Office · Customer Experience · Data Entry,/saudi/jobs/p/g/4suq9j21nmwr-customer-experience-consultant-gozahid-riyadh-saudi-arabia,Not Mentioned,
23 days ago,Applied AI Engineer - Dubai,Snorkel AI -,"Dubai, United Arab Emirates ",Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · Engineering · Python · Artificial Intelligence · Java · C# · Computer Engineering,/jobs/p/g/jgzhfrkeguze-applied-ai-engineer-dubai-snorkel-ai-dubai-united-arab-emirates,Not Mentioned,
24 days ago,Junior Commercial Analyst,Bayut KSA -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Accounting/Finance · IT/Software Development · Analyst/Research · Analysis · Accounting · Microsoft Office · Finance · Financial Analysis · Commerce · Data Analysis,/saudi/jobs/p/g/bga1gzduqfc9-junior-commercial-analyst-bayut-ksa-riyadh-saudi-arabia,Not Mentioned,
24 days ago,Sourcing Analyst (Static Equipment),ASMO -,"Riyadh, Saudi Arabia ",Full TimeExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · analysis · data analysis · business administration · business · supply chain,/saudi/jobs/p/g/gb0qllu4xrrb-sourcing-analyst-static-equipment-asmo-riyadh-saudi-arabia,Not Mentioned,
1 month ago,Junior Tender Engineer,Delta Egypt For Lighting  -,"Obour City, Cairo, Egypt ",Full TimeOn-siteEntry Level · 0 - 1 Yrs of Exp · Engineering - Mechanical/Electrical · Tender Preparation · Tendering · Electrical Engineering · Technical Analysis · Engineering · Engineering Services,/jobs/p/gbtkkpxelcqh-junior-tender-engineer-delta-egypt-for-lighting-cairo-egypt,Not Mentioned,"Bachelor's degree in Electrical Engineering. | 0-1 years of experience in quotation and the Lighting Field. | Strong Knowledge of electrical Products, power, and control. | Excellent Team Player. | Exceptional Communication Skills and well-developed interpersonal Skills. | Strong appreciation for excellence in customer Service."
2 months ago,Academic Quality Officer,Hi-Q Academy -,"Nasr City, Cairo, Egypt ",Full TimeOn-siteManager · 5+ Yrs of Exp · males_preferred · Quality · Education/Teaching · Training/Instructor · Academic Quality Assurance · Curriculum Evaluation · Data Analysis · Educational Auditing · Training and Development · Continuous Improvement · Report Writing,/jobs/p/vsbkq95reugf-academic-quality-officer-hi-q-academy-cairo-egypt,Not Mentioned,"Minimum 5 years of experience in academic supervision, educational quality assurance, or curriculum/teaching development. | Strong understanding of academic processes and quality standards. | Excellent communication, reporting, and organizational skills. | Strong analytical skills and experience working with data. | Ability to travel as needed."
2 months ago,Transportation Manager,ZeroCarbon  -,"Gharbia, Egypt ",Full TimeOn-siteManager · 6 - 9 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Transportation Management · Vendor Management · Regulatory Compliance · Team Leadership · Environmental Sustainability · Supply Chain Management · Data Analysis · Route Optimization,/jobs/p/5udsyqmseob4-transportation-manager-zerocarbon-gharbia-egypt,Not Mentioned,"Minimum of 6 years and up to 9 years of progressive experience in transportation management, logistics, or supply chain operations. | Proven track record in managing large-scale fleet operations and optimizing transportation networks. | Demonstrated ability to lead teams and manage cross-functional projects in a fast-paced environment. | Excellent analytical, problem-solving, and decision-making skills. | Exceptional communication and interpersonal skills for effective stakeholder management. | Ability to develop and manage budgets, contracts, and vendor relationships. | Strong organizational skills with attention to detail and a commitment to safety. | Willingness to work onsite and travel as required to operational locations. | Strong understanding of industrial fleet operations, heavy-duty vehicles, and site transportation requirements."
